DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS
DK,DK03,PARTY,V,Venstre,,
DK,DK04,PARTY,B (RV),Radikale Venstre,,
DK,DK05,PARTY,F (SF),Socialistisk Folkeparti,,
DK,DK06,PARTY,N,Folkebevægelsen mod EU,,
DK,DK07,PARTY,O (DF),Dansk Folkeparti,,
DK,DK08,PARTY,J (JB),Junibevægelsen,,
DK,DK90,PARTY,Other parties,Other parties,,
DE,DE01,PARTY,CDU,Christlich Demokratische Union Deutschlands,,
DE,DE02,PARTY,CSU,Christlich-Soziale Union,,
DE,DE03,PARTY,SPD,Sozialdemokratische Partei Deutschlands,,
DE,DE04,PARTY,FDP,Freie Demokratische Partei,,
DE,DE05,PARTY,Grüne,Bündnis 90/Die Grünen,,
DE,DE06,PARTY,PDS,Partei des Demokratischen Sozialismus,,
DE,DE90,PARTY,Other parties,Other parties,,
IE,IE01,PARTY,FG,"Fine Gael ",,
IE,IE02,PARTY,Lab,Labour Party,,
IE,IE03,PARTY,Ind,Independent,,
IE,IE04,PARTY,SF,Sinn Féin,,
IE,IE05,PARTY,FF,"Fianna Fáil ",,
IE,IE90,PARTY,Other parties,Other parties,,
EE,EE01,PARTY,IL,Erakond Isamaaliit,,
EE,EE02,PARTY,SDE,Sotsiaaldemokraatlik Erakond,,
EE,EE03,PARTY,K,Eesti Keskerakond,,
EE,EE04,PARTY,ER,Eesti Reformierakond,,
EE,EE90,PARTY,Other parties,Other parties,,
EL,EL01,PARTY,N.D./Ν.Δ.,Νέα Δημοκρατία,,
EL,EL02,PARTY,PASOK//ΠΑΣΟΚ,Πανελλήνιο Σοσιαλιστικό Κίνημα,,
EL,EL03,PARTY,KKE,Κομμουνιστικό Κόμμα Ελλάδας,,
EL,EL04,PARTY,SYN/ΣΥΝ,Συνασπισμός της Αριστεράς των Κινημάτων και της Οικολογίας,,
EL,EL05,PARTY,LAOS/ΛΑΟΣ,Λαϊκός Ορθόδοξος Συναγερμός,,
EL,EL90,PARTY,Other parties,Other parties,,
ES,ES01,PARTY,PP,Partido Popular,,
ES,ES02,PARTY,PSOE,Partido Socialista Obrero Español,,
ES,ES03,PARTY,PSC,Partit dels Socialistes de Catalunya,,
ES,ES04,PARTY,"CiU(cdc) ",Convergència i Unió,,
ES,ES05,PARTY,PNV,Partido Nacionalista Vasco,,
ES,ES06,PARTY,Los Verdes,Los Verdes,,
ES,ES07,PARTY,ICV-EUA,Iniciativa per Catalunya Verds,,
ES,ES08,PARTY,E.dePueblos(ERC),Esquerra Republicana de Catalunya,,
ES,ES09,PARTY,IU,Izquierda Unida,,
ES,ES90,PARTY,Other parties,Other parties,,
FR,FR01,PARTY,UMP,Union pour un Mouvement Populaire,,
FR,FR02,PARTY,PS,Parti Socialiste,,
FR,FR03,PARTY,UDF,Union pour la Démocratie Française,,
FR,FR04,PARTY,Verts,"Europe Écologie ",,
FR,FR05,PARTY,PCF,Parti Communiste Français,,
FR,FR06,PARTY,PCR,Parti Communiste Réunionnais,,
FR,FR07,PARTY,MPF,Mouvement pour la France,,
FR,FR08,PARTY,FN,Front National,,
FR,FR90,PARTY,Other parties,Other parties,,
IT,IT01,PARTY,FI,Forza Italia,,
IT,IT02,PARTY,UDC,Unione dei Democratici Cristiani e di Centro,,
IT,IT03,PARTY,AP-UDEUR,Unione dei democratici per l’Europa,,
IT,IT04,PARTY,P.Pensionati,Partito dei pensionati,,
IT,IT05,PARTY,SVP,Südtiroler Volkspartei,,
IT,IT06,PARTY,DS (U.Ulivo),Democratico della Sinistra,,
IT,IT07,PARTY,SDI (U.Ulivo),Socialdemocratici Italiani,,
IT,IT08,PARTY,Ind (U.Ulivo),Independent,,
IT,IT09,PARTY,DL Margh (U.Ulivo),Democrazia è Libertà - La Margherita,,
IT,IT10,PARTY,S.C.D.P(IdV),Società Civile Di Pietro (Italia dei Valori),,
IT,IT11,PARTY,L. Bonino,Lista Bonino,,
IT,IT12,PARTY,MRE (U.Ulivo),Movimento Repubblicani Europei,,
IT,IT13,PARTY,Fed. Verdi,Greens,,
IT,IT14,PARTY,RC,Partito della Rifondazione Comunista,,
IT,IT15,PARTY,PdCI,Partito dei Comunisti Italiani,,
IT,IT16,PARTY,AN,Alleanza Nazionale,,
IT,IT17,PARTY,LN,Lega Nord,,
IT,IT18,PARTY,NPSI(s.u.p.e),Nuovo Partito Socialista Italiano,,
IT,IT19,PARTY,US (s.u.p.e),Unità Socialista,,
IT,IT20,PARTY,Alt.Sociale,Alternativa Sociale,,
IT,IT21,PARTY,Fiamma Tricolore,Fiamma Tricolore,,
IT,IT90,PARTY,Other parties,Other parties,,
CY,CY01,PARTY,DI.SY.,Dimokratikós Sinayermós,,
CY,CY02,PARTY,G.TE,Evropaiki Dimokratia,,
CY,CY03,PARTY,DI.KO.,Dimokratikon Komma,,
CY,CY04,PARTY,A.K.E.L.,Anorthotikon Komma Ergazomenou Laou,,
CY,CY90,PARTY,Other parties,Other parties,,
LV,LV01,PARTY,JL,Jaunais laiks,,
LV,LV02,PARTY,TP,Tautos pažangos partija,,
LV,LV03,PARTY,LC,Latvijas_Ceļš,,
LV,LV04,PARTY,PCTVL,Politisko organizáciju apvieníba 'Par cilvéka tiesíbám vienotá Latvijá',,
LV,LV05,PARTY,TB/LNNK,Apvieníba 'Tévzemei un Brívíbai'/LNNK ,,
LV,LV90,PARTY,Other parties,Other parties,,
LT,LT01,PARTY,TS,Tevynes sajunga,,
LT,LT02,PARTY,LSDP,Lietuvos socialdemokratu partija,,
LT,LT03,PARTY,DP,Darbo partija,,
LT,LT04,PARTY,LCS,Liberalu ir centro sajunga,,
LT,LT05,PARTY,LDP,Liberalu demokratu partija,,
LT,LT06,PARTY,VNDPS,Valstieciu ir Naujosios demokratijos partiju sajunga,,
LT,LT90,PARTY,Other parties,Other parties,,
LU,LU01,PARTY,CSV,Parti Chrétien Social/Chrëschtlech-Sozial Vollekspartei,,
LU,LU02,PARTY,LSAP,Parti Ouvrier Socialiste Luxembourgeois/Letzeburger Socialistesch Arbeiterpartei,,
LU,LU03,PARTY,DP,Parti Démocratique/Demokratesch Partei,,
LU,LU04,PARTY,Déi Greng,Déi Gréng,,
LU,LU90,PARTY,Other parties,Other parties,,
HU,HU01,PARTY,FIDESZ,Magyar Polgári Szövetség,,
HU,HU02,PARTY,MDF,Magyar Demokrata Fórum,,
HU,HU03,PARTY,MSZP,Magyar Szocialista Párt,,
HU,HU04,PARTY,SZDSZ,Szabad Demokraták Szövetsége,,
HU,HU90,PARTY,Other parties,Other parties,,
MT,MT01,PARTY,PN,Partit Nazzjonalista,,
MT,MT02,PARTY,MLP,Partit Laburista,,
MT,MT90,PARTY,Other parties,Other parties,,
NL,NL01,PARTY,CDA,Christen Democratisch Appèl,,
NL,NL02,PARTY,PvdA,Partij van de Arbeid (Europese Sociaaldemocraten),,
NL,NL03,PARTY,VVD,Volkspartij voor Vrijheid en Democratie,,
NL,NL04,PARTY,D'66,Demokraten 66,,
NL,NL05,PARTY,Groen Links,Socialistische Partij,,
NL,NL06,PARTY,ET,Europa Transparant,,
NL,NL07,PARTY,SP,Socialistische Partij,,
NL,NL08,PARTY,CU/SGP,Christen Unie - Staatkundig Gereformeerde Partij,,
NL,NL90,PARTY,Other parties,Other parties,,
AT,AT01,PARTY,ÖVP,Österreichische Volkspartei,,
AT,AT02,PARTY,SPÖ,Sozialdemokratische Partei Österreichs,,
AT,AT03,PARTY,GRÜNE,Die Grünen - Dei Grüne Alternative,,
AT,AT04,PARTY,MARTIN,Liste Dr. Hans-Peter Martin - für echte Kontrolle in Brüssel,,
AT,AT05,PARTY,FPÖ,Freiheitliche Partei Österreichs,,
AT,AT90,PARTY,Other parties,Other parties,,
PL,PL01,PARTY,PO,Platforma Obywatelska,,
PL,PL02,PARTY,PSL,Polskie Stronnictwo Ludowe,,
PL,PL03,PARTY,SLD,Sojusz Lewicy Demokratycznej,,
PL,PL04,PARTY,SdPL,Socjaldemokracja Polska,,
PL,PL05,PARTY,UP,Unia Pracy,,
PL,PL06,PARTY,UW,Unia Wolnosci,,
PL,PL07,PARTY,PiS,Prawo i Sprawiedliwość,,
PL,PL08,PARTY,LPR,Liga Polskich Rodzin,,
PL,PL09,PARTY,SO,Samoobrona,,
PL,PL90,PARTY,Other parties,Other parties,,
PT,PT01,PARTY,PPD-PSD,Partido Social Democrata,,
PT,PT02,PARTY,CDS-PP,Centro Democrático e Social - Partido Popular,,
PT,PT03,PARTY,PS,Partido Socialista ,,
PT,PT04,PARTY,PCP,Partido Comunista Português,,
PT,PT05,PARTY,BE,Bloco de Esquerda,,
PT,PT90,PARTY,Other parties,Other parties,,
SI,SI01,PARTY,SDS,Slovenska Demokratska Stranka,,
SI,SI02,PARTY,NSi,Nova Slovenija - Kršcanska Ljudska Stranka,,
SI,SI03,PARTY,ZLSD,Zdruzena Lista Socialnih Demokratov,,
SI,SI04,PARTY,LDS,Liberalna Demokracija Slovenije in Demokraticna Stranka Upokojencev Slovenij,,
SI,SI90,PARTY,Other parties,Other parties,,
SK,SK01,PARTY,SDKÚ,Slovenská demokratická a krestanská únia,,
SK,SK02,PARTY,KDH,Krestanskodemokratické hnutie,,
SK,SK03,PARTY,SMK-MPK,Strana madarskej koalície - Magyar Koalíció Pártja,,
SK,SK04,PARTY,SMER,SMER,,
SK,SK05,PARTY,SDL,Strana Demokratickej Ľavice,,
SK,SK06,PARTY,LS-HZDS,Ludová strana - Hnutie za demokratické Slovensko,,
SK,SK90,PARTY,Other parties,Other parties,,
FI,FI01,PARTY,KOK,Kansallinen Kokoomus/Samlingspartiet,,
FI,FI02,PARTY,SDP,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,
FI,FI03,PARTY,KESK,Suomen Keskusta/Centern i Finland,,
FI,FI04,PARTY,SFP,Svenska folkpartiet i Finland,,
FI,FI05,PARTY,VIHR,Vihreä Liitto/Gröna Förbundet,,
FI,FI06,PARTY,VAS,Vasemmistoliitto,,
FI,FI90,PARTY,Other parties,Other parties,,
SE,SE01,PARTY,M,Moderaterna,,
SE,SE02,PARTY,KD,Kristdemokraterna,,
SE,SE03,PARTY,SAP,Sveriges Socialdemokratiska arbetarparti - Socialdemokraterna,,
SE,SE04,PARTY,FP,Folkepartiet Liberalerna,,
SE,SE05,PARTY,C,Centerpartiet,,
SE,SE06,PARTY,MP,Miljöpartiet de Gröna,,
SE,SE07,PARTY,V,Vänsterpartiet,,
SE,SE08,PARTY,Junilistan,Junilistan,,
SE,SE90,PARTY,Other parties,Other parties,,
UK,UK01,PARTY,Cons.,Conservative Party ,,
UK,UK02,PARTY,UUP,Ulster Unionist Party,,
UK,UK03,PARTY,Lab.,Labour Party,,
UK,UK04,PARTY,Ldem.,Liberal Democrats ,,
UK,UK05,PARTY,GP,Green Party of England and Wales,,
UK,UK06,PARTY,SF,Sinn Fein,,
UK,UK07,PARTY,UKIP,UK Independence Party,,
UK,UK08,PARTY,DUP,Democratic Unionist Party ,,
UK,UK09,PARTY,SNP,Scottish National Party ,,
UK,UK10,PARTY,Plaid Cymru,Plaid Cymru,,
UK,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
NI,UK06,PARTY,SF,Sinn Fein,,
NI,UK02,PARTY,UUP,Ulster Unionist Party,,
NI,UK08,PARTY,DUP,Democratic Unionist Party ,,
NI,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
GB,UK03,PARTY,Lab.,Labour Party,,
GB,UK04,PARTY,Ldem.,Liberal Democrats ,,
GB,UK01,PARTY,Cons.,Conservative Party ,,
GB,UK07,PARTY,UKIP,UK Independence Party,,
GB,UK09,PARTY,SNP,Scottish National Party ,,
GB,UK10,PARTY,Plaid,Plaid Cymru,,
GB,UK05,PARTY,GP,Green Party of England and Wales,,
GB,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
