DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS
DK,DK11,PARTY,DD (Æ),Danmarksdemokraterne - Inger Støjberg,,
DK,DK90,PARTY,Other parties,Other parties,,
DE,DE01,PARTY,CDU/CSU,"Christlich Demokratische Union Deutschlands/Christlich-Soziale Union in Bayern ",,
DE,DE02,PARTY,SPD,Sozialdemokratische Partei Deutschlands,,
DE,DE03,PARTY,Die Grünen,Bündnis 90/Die Grünen,,
DE,DE04,PARTY,AfD,Alternative für Deutschland,,
DE,DE05,PARTY,Die Linke,Die Linke,,
DE,DE06,PARTY,FDP,Freie Demokratische Partei,,
DE,DE07,PARTY,FW,Freie Wähler,,
DE,DE08,PARTY,Tierschutzpartei,Partei Mensch Umwelt Tierschutz,,
DE,DE09,PARTY,BSW,Bündnis Sahra Wagenknecht - Für Vernunft und Gerechtigkeit,,
DE,DE10,PARTY,Piratenpartei,Piratenpartei Deutschland,,
DE,DE11,PARTY,Familie,"Familien-Partei Deutschlands                                                               ",,
DE,DE12,PARTY,"ÖDP ",Ökologisch-Demokratische Partei,,
DE,DE13,PARTY,Die Partei,Partei für Arbeit/ Rechtsstaat/ Tierschutz/ Elitenförderung und basisdemokratische Initiative,,
DE,DE14,PARTY,Volt,Volt Deutschland,,
DE,DE16,PARTY,PdF,Partei des Fortschritts,,
DE,DE90,PARTY,Other parties,Other parties,,
EE,EE01,PARTY,ER,Eesti Reformierakond,,
EE,EE02,PARTY,SDE,Sotsiaaldemokraatlik Erakond,,
EE,EE03,PARTY,KE,Eesti Keskerakond,,
EE,EE04,PARTY,EKRE,Eesti Konservatiivne Rahvaerakond,,
EE,EE05,PARTY,Isamaa,Isamaa Erakond,,
EE,EE06,PARTY,E200,Erakond Eesti 200,,
EE,EE07,PARTY,EER,Erakond Eestimaa Rohelised,,
EE,EE08,PARTY,EP,Erakond Parempoolsed,,
EE,EE09,PARTY,"KOOS ",KOOS organisatsioon osutab suveräänsusele,,
EE,EE90,PARTY,Other parties,Other parties,,
IE,IE01,PARTY,FG,Fine Gael,,
IE,IE02,PARTY,FF,Fianna Fáil – The Republican Party/Fianna Fáil - An Páirtí Poblachtánach,,
IE,IE03,PARTY,IND/Neamhspléach,Independent/Neamhspléach,,
IE,IE04,PARTY,SF,Sinn Féin,,
IE,IE05,PARTY,GP/CG,Green Party/An Comhaontas Glas,,
IE,IE06,PARTY,Lab/LO,The Labour Party/Páirtí an Lucht Oibre,,
IE,IE07,PARTY,PBP-S/D-PSB,People Before Profit–Solidarity/Dlúthphairtíocht–Pobal Seachas Brabús,,
IE,IE08,PARTY,SD/DS,Social Democrats/Daonlathaithe Sóisialta,,
IE,IE09,PARTY,Aon,Aontú,,
IE,IE12,PARTY,I4C,Independents 4 Change/Neamhspleáigh ar son an Athraithe ,,
IE,IE13,PARTY,Independent Ireland ,Independent Ireland ,,
IE,IE90,PARTY,Other parties,Other parties,,
EL,EL01,PARTY,ND/ΝΔ,Néa Dimokratía/Νέα Δημοκρατία,,
EL,EL02,PARTY,SYRΙΖΑ/ΣΥΡΙΖΑ,Sinaspismós Rizospastikís Aristerás/Συνασπισμός Ριζοσπαστικής Αριστεράς,,
EL,EL03,PARTY,PASOK/ΠΑΣΟΚ,PASOK – Kínima Allagís/ΠΑΣΟΚ – Κίνημα Αλλαγής,,
EL,EL04,PARTY,KKE,Kommounistikó Kómma Elládas/Κομμουνιστικό Κόμμα Ελλάδας,,
EL,EL05,PARTY,EL/EΛ,Ellinikí Lýsi/Ελληνική Λύση,,
EL,EL06,PARTY,MeRA25/ΜέΡΑ25,Μétopo Evropaikís Realistikís Anypakoís/Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής,,
EL,EL07,PARTY,PE/ΠE,Plefsi Eleftherias/Πλεύση Ελευθερίας,,
EL,EL08,PARTY,NIKI/NIKH,Dimokratikó Patriotikó Kínima “Níki”/Δημοκρατικό Πατριωτικό Κίνημα “Νίκη”,,
EL,EL09,PARTY,NE.A.,"Néa Aristerá/Νέα Αριστερά ",,
EL,EL10,PARTY,Dimokrátes/Δημοκράτες,Dimokrátes/Δημοκράτες,,
EL,EL11,PARTY,Foni Logikis/Φωνή λογικής,Foni Logikis/Φωνή λογικής,,
EL,EL12,PARTY,Kosmos/Kόσμος,Kosmos/Kόσμος,,
EL,EL90,PARTY,Other parties,Other parties,,
ES,ES01,PARTY,"PSOE ","Partido Socialista Obrero Español ",,
ES,ES02,PARTY,PP,Partido Popular,,
ES,ES03,PARTY,Sumar,Coalition Sumar (Movimiento Sumar, Catalunya en Comú, Compromís, Izquierda Unida, Más Madrid, Verdes Equo, Chunta Aragonesista, Iniciativa del Pueblo Andaluz, Nueva Canarias - Bloque Canarista),,
ES,ES04,PARTY,Podemos,Podemos,,
ES,ES05,PARTY,Vox,Vox,,
ES,ES06,PARTY,Junts UE,Coalition Junts i Lliures per Europa (Junts, Demòcrates de Catalunya, Moviment d'Esquerres de Catalunya, et al.),,
ES,ES07,PARTY,Ahora Repúblicas,Coalition Ahora Repúblicas (Esquerra Republicana de Catalunya, Euskal Herria Bildu, Bloque Nacionalista Galego, Ara Més, et al.),,
ES,ES08,PARTY,CEUS,Coalition CEUS (Euzko Alderdi Jeltzalea - Partido Nacionalista Vasco, Coalición Canaria, El Pi - Proposta per les Illes Balears, Agrupación Atarrabia - Atarrabia Taldea, Geroa Socialverdes de Navarra en Europa - Geroa Nafarroako Sozialberdeak Europan),,
ES,ES11,PARTY,SALF,Se Acabó la Fiesta,,
ES,ES90,PARTY,Other parties,Other parties,,
FR,FR01,PARTY,RN,Rassemblement national,,
FR,FR02,PARTY,Besoin d'Europe,Coalition Besoin d'Europe (Renaissance, Modem, Horizons, Parti Radical, Union des démocrates et indépendants),,
FR,FR03,PARTY,LE - EELV,Les Écologistes - Europe Ecologie Les Verts,,
FR,FR04,PARTY,LR,Les Républicains,,
FR,FR05,PARTY,LFI,La France Insoumise,,
FR,FR06,PARTY,Réveiller l'Europe,Coalition Réveiller l'Europe (Parti socialiste, Place publique),,
FR,FR07,PARTY,Gauche Unie,Coalition Gauche Unie (Parti communiste français, Gauche républicaine et socialiste),,
FR,FR08,PARTY,La France fière,Coalition La France fière (Reconquête!, Centre national des indépendants et paysans),,
FR,FR09,PARTY,AR,Alliance Rurale,,
FR,FR10,PARTY,PA,Parti Animaliste,,
FR,FR11,PARTY,UPR,Union Populaire Républicaine,,
FR,FR12,PARTY,L'Europe ça suffit,Coalition L'Europe ça suffit (Les Patriotes, Via, la voie du peuple),,
FR,FR13,PARTY,NPA,Nouveau Parti Anticapitaliste,,
FR,FR90,PARTY,Other parties,Other parties,,
IT,IT01,PARTY,Lega Salvini Premier,Lega Salvini Premier,,
IT,IT02,PARTY,PD,Partito Democratico,,
IT,IT03,PARTY,M5S,Movimento Cinque Stelle,,
IT,IT04,PARTY,FI – NM,Coalition Forza italia - Noi Moderati (Forza Italia, Noi Moderati),,
IT,IT05,PARTY,FdI,Fratelli d'Italia,,
IT,IT06,PARTY,"Alleanza Verdi e Sinistra ",Coalition Alleanza Verdi e Sinistra (Europa Verde, Sinistra Italiana),,
IT,IT07,PARTY,"Azione – Siamo Europei ",Coalition Azione – Siamo Europei (Azione, NOS , Popolari Europeisti e Riformatori, Partito Repubblicano Italiano, Movimento Repubblicani Europei,  Team K, et al),,
IT,IT08,PARTY,SVP,Südtiroler Volkspartei (Popolare Sudtirolese),,
IT,IT09,PARTY,"Democrazia sovrana popolare ",Coalition Democrazia sovrana popolare (Partito Comunista, Ancora Italia sovrana e popolare),,
IT,IT10,PARTY,"Pace Terra Dignità ",Coalition Pace Terra Dignità (MERA25 Italia, Movimento equità territoriale, Partito della Rifondazione Comunista, Lìberos Rispetados Uguales ),,
IT,IT11,PARTY,Stati Uniti d'Europa,Coalition Stati Uniti d'Europa (+ Europa, Italia Viva, Liberali Democratici Europei, Partito Socialista Italiano,Radicali Italiani, L’Italia c’è),,
IT,IT12,PARTY,"Libertà ",Coalition Libertà (Sud Chiama Nord, Movimento per l'Italexit, Sicilia Vera,  I civici in movimento – con Pirozzi, Grande Nord, Popolo Veneto, Capitano Ultimo,  et al.),,
IT,IT90,PARTY,Other parties,Other parties,,
CY,CY01,PARTY,DISY/ΔΗΣΥ,Dimokratikós Sinagermós/Δημοκρατικός Συναγερμός,,
CY,CY02,PARTY,AKEL/ΑΚΕΛ,Anorthotikó Kómma Ergazómenou Laoú/Ανορθωτικό Κόμμα Εργαζόμενου Λαού,,
CY,CY03,PARTY,DIKO/ΔΗΚΟ,Dimokratikó Kómma/Δημοκρατικό Κόμμα,,
CY,CY04,PARTY,EDEK/ΕΔΕΚ,EDEK Sosialistikó Kómma/ΕΔΕΚ Σοσιαλιστικό Κόμμα,,
CY,CY05,PARTY,ELAM/ΕΛΑΜ,Ethnikó Laikó Métopo/Εθνικό Λαϊκό Μέτωπο,,
CY,CY10,PARTY,Fidias/Φειδίας,Independent (Fidias Panayiotou/Φειδίας Παναγιώτου),,
CY,CY90,PARTY,Other parties,Other parties,,
LV,LV01,PARTY,"JV ","Jaunā Vienotība ",,
LV,LV02,PARTY,S/SDP,Sociāldemokrātiskā partija 'Saskaņa',,
LV,LV03,PARTY,"NA ",Nacionālā apvienība 'Visu Latvijai!'-'Tēvzemei un Brīvībai/LNNK',,
LV,LV04,PARTY,Par!,Kustība 'Par!',,
LV,LV05,PARTY,LA,Latvijas attīstībai,,
LV,LV06,PARTY,"ZZS ",Coalition Zaļo un Zemnieku savienība (Latvijas Zemnieku savienība, Latvijas Sociāldemokrātiskā strādnieku partija, Latvijai un Ventspilij),,
LV,LV07,PARTY,"AS ",Coalition Apvienotais Saraksts (Latvijas Zaļā Partija, Latvijas Reģionu apvienība, Liepājas Partija),,
LV,LV08,PARTY,JKP,Jaunā konservatīvā partija,,
LV,LV09,PARTY,P,"Progresīvie ",,
LV,LV10,PARTY,LPV,"Latvija pirmajā vietā ",,
LV,LV11,PARTY,ST!,Stabilitātei!,,
LV,LV12,PARTY,SV,Coalition Suverēnā vara (Suverēnā vara, Partija 'Vienoti Latvijai'),,
LV,LV13,PARTY,AJ,Apvienība Jaunlatvieši,,
LV,LV14,PARTY,CP,Coalition Centra partija (Centra partija, Latvijas Krievu savienība),,
LV,LV90,PARTY,Other parties,Other parties,,
LT,LT01,PARTY,TS-LKD,Tėvynės Sąjunga – Lietuvos Krikščionys Demokratai,,
LT,LT02,PARTY,LSDP,Lietuvos Socialdemokratų Partija,,
LT,LT03,PARTY,LVŽS,Lietuvos Valstiečių ir Žaliųjų Sąjunga,,
LT,LT04,PARTY,DP,Darbo Partija,,
LT,LT05,PARTY,LS,Liberalų Sąjūdis,,
LT,LT06,PARTY,LLRA-KŠS,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,,
LT,LT07,PARTY,LP,Laisvės partija,,
LT,LT08,PARTY,"LRP ",Lietuvos Regionų partija,,
LT,LT09,PARTY,DSVL,Demokratų sąjunga „Vardan Lietuvos“,,
LT,LT10,PARTY,NS,Nacionalinis susivienijimas,,
LT,LT11,PARTY,LT,Laisvė ir Teisingumas,,
LT,LT12,PARTY,LCP,Tautos ir Teisingumo Sąjunga (centristai, tautininkai),,
LT,LT13,PARTY,LŽP,"Lietuvos žaliųjų partija ",,
LT,LT90,PARTY,Other parties,Other parties,,
LU,LU01,PARTY,DP/PD,Demokratesch Partei/Parti démocratique/Demokratische Partei,,
LU,LU02,PARTY,CSV/PCS,Chrëschtlech Sozial Vollekspartei/Parti populaire chrétien-social/Christlich Soziale Volkspartei,,
LU,LU03,PARTY,Déi Gréng/Les Verts,Déi Gréng/Les Verts/Die Grünen,,
LU,LU04,PARTY,LSAP/POSL,Lëtzebuerger Sozialistesch Aarbechterpartei/Parti ouvrier socialiste luxembourgeois/Luxemburger Sozialistische Arbeiterpartei,,
LU,LU05,PARTY,ADR/PADR,Alternativ Demokratesch Reformpartei/Parti réformiste d'alternative démocratique/Alternative Demokratische Reformpartei,,
LU,LU06,PARTY,Piraten,Piratepartei Lëtzebuerg/Piratenpartei Luxemburg/Parti pirate du Luxembourg,,
LU,LU07,PARTY,Déi Lénk/La Gauche,Déi Lénk/La Gauche/Die Linke,,
LU,LU08,PARTY,KPL/PCL,Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois/Kommunistische Partei Luxemburgs,,
LU,LU09,PARTY,Volt,Volt Lëtzebuerg/Volt Luxembourg/Volt Luxemburg,,
LU,LU10,PARTY,Fokus,Fokus ,,
LU,LU11,PARTY,DK/LC,Déi Konservativ/Les Conservateurs/Die Konservativen,,
LU,LU90,PARTY,Other parties,Other parties,,
HU,HU01,PARTY,Fidesz-KDNP,Coalition Fidesz – Magyar Polgári Szövetség - Kereszténydemokrata Néppárt,,
HU,HU02,PARTY,Momentum,Momentum Mozgalom,,
HU,HU03,PARTY,Jobbik,Jobbik - Konzervatívok,,
HU,HU04,PARTY,"Mi Hazánk ",Mi Hazánk Mozgalom,,
HU,HU05,PARTY,"MKKP ",Magyar Kétfarkú Kutyapárt,,
HU,HU06,PARTY,LMP - Zöldek,Magyarország Zöld Pártja,,
HU,HU07,PARTY,MMN,Mindenki Magyarországa Néppárt,,
HU,HU08,PARTY,TISZA,Tisztelet és Szabadság Pártja,,
HU,HU09,PARTY,DK-MSZP-P,Coalition DK-MSZP-P (Demokratikus Koalíció, Magyar Szocialista Párt, Párbeszéd-Zöldek),,
HU,HU10,PARTY,2RK,Második Reformkor,,
HU,HU11,PARTY,Memo,Megoldás Mozgalom,,
HU,HU90,PARTY,Other parties,Other parties,,
MT,MT01,PARTY,PL/LP,Partit Laburista/Labour Party,,
MT,MT02,PARTY,PN/NP,Partit Nazzjonalista/Nationalist Party,,
MT,MT90,PARTY,Other parties,Other parties,,
NL,NL01,PARTY,GL - PvdA,"Coalition GL - PvdA (GroenLinks, PvdA) ",,
NL,NL02,PARTY,VVD,Volkspartij voor Vrijheid en Democratie,,
NL,NL03,PARTY,CDA,Christen-Democratisch Appèl,,
NL,NL04,PARTY,FvD,Forum voor Democratie,,
NL,NL05,PARTY,D66,Democraten 66,,
NL,NL06,PARTY,CU,ChristenUnie,,
NL,NL07,PARTY,SGP,Staatkundig Gereformeerde Partij,,
NL,NL08,PARTY,PvdD,Partij voor de Dieren,,
NL,NL09,PARTY,PVV,Partij voor de Vrijheid,,
NL,NL10,PARTY,SP,Socialistische Partij,,
NL,NL11,PARTY,Volt,Volt Nederland,,
NL,NL12,PARTY,JA21,Juiste Antwoord 2021,,
NL,NL13,PARTY,NSC,Nieuw Sociaal Contract,,
NL,NL14,PARTY,BBB,BoerBurgerBeweging,,
NL,NL90,PARTY,Other parties,Other parties,,
AT,AT01,PARTY,ÖVP,Österreichische Volkspartei,,
AT,AT02,PARTY,SPÖ,Sozialdemokratische Partei Österreichs,,
AT,AT03,PARTY,FPÖ,Die Freiheitliche Partei Österreichs,,
AT,AT04,PARTY,GRÜNE,Die Grünen – Die Grüne Alternative,,
AT,AT05,PARTY,NEOS,"NEOS – Das neue Europa ",,
AT,AT06,PARTY,KPÖ,Kommunistische Partei Österreichs – KPÖ Plus,,
AT,AT90,PARTY,Other parties,Other parties,,
PL,PL01,PARTY,PiS,Prawo i Sprawiedliwość (Prawo i Sprawiedliwość, Suwerenna Polska),,
PL,PL02,PARTY,KO,Koalicja Obywatelska (Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Partia Zieloni),,
PL,PL03,PARTY,Lewica,Coalition Lewica (Nowa Lewica, Lewica Razem, Unia Pracy),,
PL,PL04,PARTY,"Konfederacja ",Konfederacja Wolność i Niepodległość (Konfederacja Korony Polskiej, Ruch Narodowy, Nowa Nadzieja, Polska Jest Jedna, Wolnościowcy),,
PL,PL05,PARTY,Trzecia Droga,Coalition Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe (Polskie Stronnictwo Ludowe, Polska2050, Unia Europejskich Demokratów, Wolnościowcy),,
PL,PL06,PARTY,BS,Bezpartyjni Samorządowcy,,
PL,PL90,PARTY,Other parties,Other parties,,
PT,PT01,PARTY,PS,Partido Socialista,,
PT,PT02,PARTY,AD,Aliança Democrática (Partido Social Democrata, Centro Democrático Social-Partido Popular, Partido Popular Monárquico),,
PT,PT03,PARTY,BE,Bloco de Esquerda,,
PT,PT04,PARTY,CDU,Coligação Democrática Unitária (Partido Comunista Português, Partido Ecologista “Os Verdes”) ,,
PT,PT05,PARTY,PAN,Pessoas-Animais-Natureza,,
PT,PT06,PARTY,L,LIVRE,,
PT,PT07,PARTY,IL,Iniciativa Liberal,,
PT,PT08,PARTY,CH,CHEGA,,
PT,PT90,PARTY,Other parties,Other parties,,
RO,RO01,PARTY,PSD - PNL,Alianța PSD - PNL (Partidul Social Democrat, Partidul Național Liberal),,
RO,RO02,PARTY,REPER,Reînnoim Proiectul European al României,,
RO,RO03,PARTY,UDMR/RMDSZ,Uniunea Democrată Maghiară din România/Romániai Magyar Demokrata Szövetség,,
RO,RO04,PARTY,AUR,Alianța pentru Unirea Românilor (Alianța pentru Unirea Românilor, Partidul Național Conservator Român, Partidul Români Pentru România),,
RO,RO06,PARTY,SOS,SOS România,,
RO,RO07,PARTY,Alianța Dreapta Unită,Alianța Dreapta Unită (Uniunea Salvați România, Partidul Mișcarea Populară, Forța Dreptei),,
RO,RO08,PARTY,ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL,ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL,,
RO,RO90,PARTY,Other parties,Other parties,,
SI,SI01,PARTY,SDS,Slovenska demokratska stranka,,
SI,SI02,PARTY,"SLS ","Slovenska ljudska stranka ",,
SI,SI03,PARTY,SD,Socialni demokrati,,
SI,SI04,PARTY,N.Si,Nova Slovenija – Krščanski demokrati,,
SI,SI05,PARTY,Levica,Stranka Levica,,
SI,SI06,PARTY,Svoboda!,Gibanje Svoboda,,
SI,SI07,PARTY,Vesna,"Vesna - zelena stranka ",,
SI,SI08,PARTY,Resni.ca,"Državljansko gibanje Resni.ca ",,
SI,SI09,PARTY,DeSUS - DD,Coalition DeSUS - DD (Demokratična stranka upokojencev Slovenije, Dobra država),,
SI,SI10,PARTY,ZS,Zeleni Slovenije,,
SI,SI90,PARTY,Other parties,Other parties,,
SK,SK01,PARTY,Smer,Smer – sociálna demokracia,,
SK,SK02,PARTY,ĽSNS,Kotlebovci - Ľudová strana naše Slovensko,,
SK,SK03,PARTY,SaS,Sloboda a Solidarita,,
SK,SK04,PARTY,PS,Progresívne Slovensko,,
SK,SK05,PARTY,SNS,Slovenská národná strana,,
SK,SK06,PARTY,KDH,Kresťanskodemokratické hnutie,,
SK,SK07,PARTY,Aliancia,Maďarská Aliancia/Magyar Szövetség,,
SK,SK08,PARTY,Hlas,Hlas – sociálna demokracia,,
SK,SK09,PARTY,Republika,Republika,,
SK,SK10,PARTY,Demokrati,Demokrati,,
SK,SK11,PARTY,S-ZL,Coalition S-ZL (Slovensko, Za ľudí),,
SK,SK12,PARTY,Zdravý rozum,Zdravý rozum,,
SK,SK90,PARTY,Other parties,Other parties,,
FI,FI01,PARTY,KOK,Kansallinen Kokoomus/Samlingspartiet,,
FI,FI02,PARTY,VIHR,Vihreä liitto/Gröna Förbundet,,
FI,FI03,PARTY,SDP,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,
FI,FI04,PARTY,PS,Perussuomalaiset/Sannfinländarna,,
FI,FI05,PARTY,KESK,Suomen Keskusta/Centern i Finland,,
FI,FI06,PARTY,VAS,Vasemmistoliitto/Vänsterförbundet,,
FI,FI07,PARTY,SFP/RKP,Svenska folkpartiet i Finland/Suomen ruotsalainen kansanpuolue,,
FI,FI08,PARTY,KD - LIIK,Suomen Kristillisdemokraatit - Liike Nyt/Finlands Kristdemokrater - Rörelse.nu,,
FI,FI90,PARTY,Other parties,Other parties,,
SE,SE01,PARTY,S,Socialdemokraterna,,
SE,SE02,PARTY,M,Moderaterna,,
SE,SE03,PARTY,SD,Sverigedemokraterna,,
SE,SE04,PARTY,MP,Miljöpartiet de gröna,,
SE,SE05,PARTY,C,Centerpartiet,,
SE,SE06,PARTY,KD,Kristdemokraterna,,
SE,SE07,PARTY,V,Vänsterpartiet,,
SE,SE08,PARTY,L,Liberalerna,,
SE,SE90,PARTY,Other parties,Other parties,,
HR,HR01,PARTY,HDZ,Hrvatska demokratska zajednica,,
HR,HR02,PARTY,Koalicija 'SDP',"Koalicija 'SDP' (Socijaldemokratska partija Hrvatske, Centar, Dalija Orešković I Ljudi S Imenom I Prezimenom, Građansko-Liberalni Savez, Hrvatska seljačka stranka) ",,
HR,HR03,PARTY,IDS-DDI,Coalition Istarski demokratski sabor - Dieta democratica Istriana (Demokrati, Hrvatska Narodna Stranka - Liberalni Demokrati, Hrvatska socijalno-liberalna stranka, Istarski demokratski sabor - Dieta democratica Istriana, Istarska Stranka Umirovljenika - Partito Istriano Dei Pensionati, Nezavisna Platforma Sjevera, Narodna stranka - Reformisti, Primorsko Goranski Savez , Lista Za Rijeku, Socijaldemokrati, Samostalna demokratska srpska stranka, Unija Kvarnera),,
HR,HR05,PARTY,DP,Domovinski pokret,,
HR,HR06,PARTY,Možemo!,Možemo! – Politička platforma,,
HR,HR90,PARTY,Other parties,Other parties,,
