DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS
IT,IT04,PARTY,UDC,Unión de Centro Democrático,IT02,
IT,IT05,PARTY,FI,Forza Italia,,
IT,IT06,PARTY,PD,Partito Democratico,,
IT,IT07,PARTY,L’Altra Europa – Con Tsipras,L’Altra Europa – Con Tsipras,,
IT,IT08,PARTY,M5S,Movimento Cinque Stelle,,
IT,IT09,PARTY,LN,Lega Nord,,
IT,IT90,PARTY,Other parties,Other parties,,
CY,CY01,PARTY,ΔΗ.ΣΥ./DI.SY.,Δημοκρατικός Συναγερμός,,
CY,CY02,PARTY,ΕΔΕΚ/EDEK,ΕΔΕΚ Κίνημα Σοσιαλδημοκρατών,,
CY,CY03,PARTY,ΔH.ΚΟ./DI.KO.,Δημοκρατικό Κόμμα,,
CY,CY04,PARTY,Α.Κ.Ε.Λ./A.K.E.L.,Ανορθωτικό Κόμμα Εργαζόμενου Λαού,,
CY,CY90,PARTY,Other parties,Other parties,,
LV,LV01,PARTY,V,Partija 'VIENOTĪBA',,
LV,LV02,PARTY,Saskaņa SDP,Saskaņa sociāldemokrātiskā partija,,
LV,LV03,COALITION,Coal. NA,Coalition Nacionālā apvienība (Tēvzemei un Brīvībai/LNNK + Visu Latvijai!),,LV04
LV,LV04,PARTY,TB/LNNK,Tēvzemei un Brīvībai/LNNK + Visu Latvijai!,LV03,
LV,LV05,PARTY,LKS,Latvijas Krievu savienībā,,
LV,LV06,COALITION,COAL. ZZS (LZS+LZP),Coalition Zaļo un Zemnieku Savienība (Latvijas Zemnieku Savienība + Latvijas Zaļā Partija),,LV07
LV,LV07,PARTY,Ind.,Independent,LV06,
LV,LV90,PARTY,Other parties,Other parties,,
LT,LT01,PARTY,TS-LKD,Tėvynės sąjunga - Lietuvos krikščionys demokratai,,
LT,LT02,PARTY,LSDP,Lietuvos socialdemokratų partija,,
LT,LT03,PARTY,LLRA (AWPL),Lietuvos lenkų rinkimų akcija,,
LT,LT04,PARTY,DP,Darbo partija,,
LT,LT05,PARTY,LVZS,Lietuvos Valstiečių ir Žaliųjų Sąjunga,,
LT,LT06,PARTY,TT,Partija Tvarka ir teisingumas,,
LT,LT07,PARTY,LRLS,Lietuvos Respublikos liberalų sąjūdis,,
LT,LT90,PARTY,Other parties,Other parties,,
LU,LU01,PARTY,CSV/PCS,Chrëschtlech-Sozial Vollekspartei/Parti populaire chrétien-social,,
LU,LU02,PARTY,LSAP/POSL,Lëtzebuerger Sozialistesch Aarbechterpartei/Parti ouvrier socialiste luxembourgeois,,
LU,LU03,PARTY,DP/PD,Demokratesch Partei/Parti démocratique,,
LU,LU04,PARTY,Déi Gréng/Les Verts,déi gréng/les verts,,
LU,LU90,PARTY,Other parties,Other parties,,
HU,HU01,COALITION,FIDESZ - KDNP,Fidesz-Magyar Polgári Szövetség - Kereszténydemokrata Néppárt,,HU02|HU03
HU,HU02,PARTY,FIDESZ,Fidesz-Magyar Polgári Szövetség,HU01,
HU,HU03,PARTY,KDNP,Kereszténydemokrata Néppárt,HU01,
HU,HU04,PARTY,DK,Demokratikus Koalíció,,
HU,HU05,PARTY,MSZP,Magyar Szocialista Párt,,
HU,HU06,PARTY,LMP,Lehet Más a Politika,,
HU,HU07,COALITION,EGYÜTT-PM,Együtt2014 - Párbeszéd Magyarországért,,HU08
HU,HU08,PARTY,PM,Párbeszéd Magyarországért,HU07,
HU,HU09,PARTY,JOBBIK,Jobbik Magyarországért Mozgalom,,
HU,HU90,PARTY,Other parties,Other parties,,
MT,MT01,PARTY,PN/NP,Partit Nazzjonalista,,
MT,MT02,PARTY,PL/MLP,Partit Laburista,,
MT,MT90,PARTY,Other parties,Other parties,,
NL,NL01,PARTY,CDA,Christen-Democratisch Appèl,,
NL,NL02,PARTY,PvdA,Partij van de Arbeid,,
NL,NL03,COALITION,COALITION CU - SGP,ChristenUnie - Staatkundig Gereformeerde Partij,,NL04|NL05
NL,NL04,PARTY,CU,ChristenUnie,NL03,
NL,NL05,PARTY,SGP,Staatkundig Gereformeerde Partij,NL03,
NL,NL06,PARTY,VVD,Volkspartij voor Vrijheid en Democratie,,
NL,NL07,PARTY,D66,Democraten 66,,
NL,NL08,PARTY,PVDD,Partij voor de Dieren,,
NL,NL09,PARTY,SP,Socialistische Partij,,
NL,NL10,PARTY,GL,Groenlinks,,
NL,NL11,PARTY,PVV,Partij voor de Vrijheid,,
NL,NL90,PARTY,Other parties,Other parties,,
AT,AT01,PARTY,ÖVP,Österreichische Volkspartei,,
AT,AT02,PARTY,SPÖ,Sozialdemokratische Partei Österreichs,,
AT,AT03,PARTY,NEOS,Das neue Österreich,,
AT,AT04,PARTY,GRÜNE,Die Grünen - Dei Grüne Alternative,,
AT,AT05,PARTY,FPÖ,Freiheitliche Partei Österreichs,,
AT,AT90,PARTY,Other parties,Other parties,,
PL,PL01,PARTY,PSL,Polskie Stronnictwo Ludowe,,
PL,PL02,PARTY,PO,Platforma Obywatelska,,
PL,PL03,COALITION,Coal. SLD + UP,Coalition Sojusz Lewicy Demokratycznej + Unia Pracy,,PL04|PL05
PL,PL04,PARTY,SLD,Sojusz Lewicy Demokratycznej,PL03,
PL,PL05,PARTY,UP,Unia Pracy,PL03,
PL,PL06,COALITION,PiS,Prawo i Sprawiedliwość,,PL07|PL08|PL09
PL,PL07,PARTY,PiS,Prawo i Sprawiedliwość,PL06,
PL,PL08,PARTY,PR,Prawica Rzeczypospolitej,PL06,
PL,PL09,PARTY,Ind,Independent,PL06,
PL,PL10,PARTY,KNP,Kongres Nowej Prawicy,,
PL,PL90,PARTY,Other parties,Other parties,,
PT,PT01,COALITION,Coal. AP (PSD+CDS-PP),Coalition Aliança Portugal (Partido Social Democrata + Centro Democrático Social/Partido Popular),,PT02|PT03
PT,PT02,PARTY,PSD,Partido Social Democrata,PT01,
PT,PT03,PARTY,CDS-PP,Centro Democrático Social/Partido Popular,PT01,
PT,PT04,PARTY,PS,Partido Socialista,,
PT,PT05,PARTY,MPT,Partido da Terra,,
PT,PT06,PARTY,BE,Bloco de Esquerda,,
PT,PT07,COALITION,CDU (PCP + PEV),Coligação Democrática Unitária (Partido Comunista Português + Partido Ecologista os Verdes),,PT08
PT,PT08,PARTY,PCP,Partido Comunista Português,PT07,
PT,PT90,PARTY,Other parties,Other parties,,
RO,RO01,PARTY,PMP,Partidul Mișcarea Populară,,
RO,RO02,PARTY,UDMR,Uniunea Democrată Maghiară din România,,
RO,RO03,PARTY,PDL,Partidul Democrat Liberal,,
RO,RO04,PARTY,PNL,Partidul Naţional Liberal,,
RO,RO05,COALITION,Coal. PS+PC+UNPR,Coalition Partidul Social Democrat + Partidul Conservator + Uniunea Nationala pentru Progresul Romaniei,,RO06|RO07|RO08
RO,RO06,PARTY,PSD,Partidul Social Democrat,RO05,
RO,RO07,PARTY,PC,Partidul Conservator,RO05,
RO,RO08,PARTY,UNPR,Uniunea Nationala pentru Progresul Romaniei,RO05,
RO,RO09,PARTY,Ind. M. Diaconu,Ind. Mircea Diaconu,,
RO,RO90,PARTY,Other parties,Other parties,,
SI,SI01,COALITION,Coal. N.Si + SLS,Coalition Nova Slovenija + Slovenska ljudska stranka,,SI02|SI03
SI,SI02,PARTY,N. Si,Nova Slovenija,SI01,
SI,SI03,PARTY,SLS,Slovenska ljudska stranka,SI01,
SI,SI04,PARTY,SDS,Slovenska demokratska stranka,,
SI,SI05,PARTY,SD,Socialni demokrati,,
SI,SI06,PARTY,DeSUS,Demokratična stranka upokojencev Slovenije,,
SI,SI07,PARTY,Verjamem,Verjamem,,
SI,SI90,PARTY,Other parties,Other parties,,
SK,SK01,PARTY,MOST-HID,Most-Híd,,
SK,SK02,PARTY,SMK - MPK,Strana mad'arskej komunity - Magyar Közösség Pártja,,
SK,SK03,PARTY,SDKÚ - DS,Slovenská demokratická a kresťanská únia - Demokratická strana,,
SK,SK04,PARTY,KDH,Kresťanskodemokratické hnutie,,
SK,SK05,PARTY,SMER - SD,SMER - Sociálna demokracia,,
SK,SK06,PARTY,NOVA,Nová väčšina - Dohoda,,
SK,SK07,PARTY,OL'aNO,Obyčajní Ľudia a nezávislé osobnosti,,
SK,SK08,PARTY,SAS,Sloboda a Solidarita,,
SK,SK90,PARTY,Other parties,Other parties,,
FI,FI01,PARTY,KOK,Kansallinen Kokoomus/Samlingspartiet,,
FI,FI02,PARTY,SDP,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,
FI,FI03,PARTY,PS,Perussuomalaiset/Sannfinländarna,,
FI,FI04,PARTY,SFP (RKP),Svenska folkpartiet i Finland/Suomen ruotsalainen kansanpuolue,,
FI,FI05,PARTY,KESK,Suomen Keskusta/Centern i Finland,,
FI,FI06,PARTY,VAS,Vasemmistoliitto/Vänsterförbundet,,
FI,FI07,PARTY,VIHR,Vihreä liitto/Gröna förbundet,,
FI,FI90,PARTY,Other parties,Other parties,,
SE,SE01,PARTY,KD,Kristdemokraterna,,
SE,SE02,PARTY,M,Moderata Samlingspartiet,,
SE,SE03,PARTY,FI,Feministiskt initiativ,,
SE,SE04,PARTY,S,Arbetarepartiet–Socialdemokraterna,,
SE,SE05,PARTY,C,Centerpartiet,,
SE,SE06,PARTY,FP,Folkpartiet liberalerna,,
SE,SE07,PARTY,V,Vänsterpartiet,,
SE,SE08,PARTY,MP,Miljöpartiet de gröna,,
SE,SE09,PARTY,SD,Sverigedemokraterna,,
SE,SE90,PARTY,Other parties,Other parties,,
UK,UK01,PARTY,Lab.,Labour Party,,
UK,UK02,PARTY,UUP,Ulster Unionist Party,,
UK,UK03,PARTY,Cons.,Conservative Party,,
UK,UK04,PARTY,Ldem.,Liberal Democrats,,
UK,UK05,PARTY,SF,Sinn Fein,,
UK,UK06,PARTY,PL-PW,Plaid Cymru - Party of Wales,,
UK,UK07,PARTY,SNP,Scottish National Party,,
UK,UK08,PARTY,GP,Green Party,,
UK,UK09,PARTY,UKIP,United Kingdom Independence Party,,
UK,UK10,PARTY,DUP,Democratic Unionist Party,,
UK,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
UK,UK91,PARTY,Other parties GB,Other parties Great Britain,,
NI,UK05,PARTY,SF,Sinn Fein,,
NI,UK02,PARTY,UUP,Ulster Unionist Party,,
NI,UK10,PARTY,DUP,Democratic Unionist Party,,
NI,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
GB,UK01,PARTY,Lab.,Labour Party,,
GB,UK03,PARTY,Cons.,Conservative Party,,
GB,UK04,PARTY,Ldem.,Liberal Democrats,,
GB,UK06,PARTY,PL-PW,Plaid Cymru - Party of Wales,,
GB,UK07,PARTY,SNP,Scottish National Party,,
GB,UK08,PARTY,GP,Green Party of England and Wales,,
GB,UK09,PARTY,UKIP,United Kingdom Independence Party,,
GB,UK91,PARTY,Other parties GB,Other parties Great Britain,,
