DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS
AT,AT03,PARTY,GRÜNE,Die Grünen - Dei Grüne Alternative,,
AT,AT04,PARTY,MARTIN,Liste 'Dr. Hans-Peter Martin - für echte Kontrolle in Brüssel',,
AT,AT05,PARTY,FPÖ,Freiheitliche Partei Österreichs,,
AT,AT90,PARTY,Other parties,Other parties,,
PL,PL01,PARTY,PO,Platforma Obywatelska,,
PL,PL02,PARTY,PSL,Polskie Stronnictwo Ludowe,,
PL,PL03,COALITION,SLD-UP,Sojusz Lewicy Demokratycznej - Unia Pracy,,PL04|PL05
PL,PL04,PARTY,SLD,Sojusz Lewicy Demokratycznej,PL03,
PL,PL05,PARTY,UP,Unia Pracy,PL03,
PL,PL06,PARTY,PiS,Prawo i Sprawiedliwość,,
PL,PL90,PARTY,Other parties,Other parties,,
PT,PT01,PARTY,PPD/PSD,Partido Social Democrata,,
PT,PT02,PARTY,CDS-PP,Centro Democrático e Social - Partido Popular,,
PT,PT03,PARTY,PS,Partido Socialista ,,
PT,PT04,PARTY,BE,Bloco de Esquerda,,
PT,PT05,COALITION,CDU (PCP-PEV),CDU - COLIGACÃO DEMOCRÁTICA UNITÁRIA - PCP - PEV,,PT06
PT,PT06,PARTY,PCP,Partido Comunista Português,PT05,
PT,PT90,PARTY,Other parties,Other parties,,
RO,RO01,PARTY,PD-L,Partidul Democrat Liberal,,
RO,RO02,PARTY,UDMR,Uniunea Democrată Maghiară din România,,
RO,RO03,COALITION,PSD-PC,Alianţa Electorală PSD+PC,,RO04|RO05
RO,RO04,PARTY,PSD,"Partidul Social Democrat ",RO03,
RO,RO05,PARTY,PC,Partidul Conservator,RO03,
RO,RO06,PARTY,PNL,"Partidul Național Liberal ",,
RO,RO07,PARTY,PRM,Partidul România Mare,,
RO,RO08,PARTY,Băsescu E.,Băsescu Elena,,
RO,RO90,PARTY,Other parties,Other parties,,
SI,SI01,PARTY,SDS,Slovenska Demokratska Stranka,,
SI,SI02,PARTY,N.Si,Nova Slovenija - Kršcanska Ljudska Stranka,,
SI,SI03,PARTY,SD,Socialni Demokrati,,
SI,SI04,PARTY,LDS,Liberalna Demokracija Slovenije,,
SI,SI05,PARTY,zares,ZARES,,
SI,SI90,PARTY,Other parties,Other parties,,
SK,SK01,PARTY,KDH,Krestanskodemokratické hnutie,,
SK,SK02,PARTY,SDKÚ - DS,Slovenská demokratická a krest(anská únia - Demokratická strana,,
SK,SK03,PARTY,SMK - MPK,Magyar Koalíció Pártja/Strana mad(arskej koalície,,
SK,SK04,PARTY,SMER,Smer - sociálna demokracia,,
SK,SK05,PARTY,L'S - HZDS,Ludová strana - Hnutie za demokratické Slovensko,,
SK,SK06,PARTY,SNS,Slovenská národná strana,,
SK,SK90,PARTY,Other parties,Other parties,,
FI,FI01,PARTY,KOK,Kansallinen Kokoomus/Samlingspartiet,,
FI,FI02,COALITION,KD-PS,VAALILIITOSSA - I VALFÖRBUND,,FI03|FI04
FI,FI03,PARTY,KD,Suomen Kristillisdemokraatit,FI02,
FI,FI04,PARTY,PS,Perussuomalaiset,FI02,
FI,FI05,COALITION,SDP,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,FI06|FI07
FI,FI06,PARTY,SDP,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,FI05,
FI,FI07,PARTY,M.Repo,Mitro Repo (ind),FI05,
FI,FI08,PARTY,KESK,Suomen Keskusta/Centern i Finland,,
FI,FI09,PARTY,SFP,Svenska folkpartiet i Finland,,
FI,FI10,PARTY,VIHR,Vihreä Liitto/Gröna Förbundet,,
FI,FI90,PARTY,Other parties,Other parties,,
SE,SE01,PARTY,M,Moderaterna,,
SE,SE02,PARTY,KD,Kristdemokraterna,,
SE,SE03,PARTY,SAP,Sveriges Socialdemokratiska arbetarparti - Socialdemokraterna,,
SE,SE04,PARTY,FP,Folkepartiet Liberalerna,,
SE,SE05,PARTY,C,Centerpartiet,,
SE,SE06,PARTY,MP,Miljöpartiet de Gröna,,
SE,SE07,PARTY,PP,Piratpartiet,,
SE,SE08,PARTY,V,Vänsterpartiet,,
SE,SE90,PARTY,Other parties,Other parties,,
UK,UK01,PARTY,Lab.,Labour Party,,
UK,UK02,PARTY,LD,Liberal Democrats ,,
UK,UK03,PARTY,SNP,Scottish National Party,,
UK,UK04,PARTY,GP,Green Party of England and Wales,,
UK,UK05,PARTY,PC,Plaid Cymru,,
UK,UK06,PARTY,Cons.,Conservative Party ,,
UK,UK07,PARTY,UUP,Ulster Conservatives and Unionists - New Force,,
UK,UK08,PARTY,SF,Sinn Fein,,
UK,UK09,PARTY,UKIP,UK Independence Party,,
UK,UK10,PARTY,BNP,British National Party,,
UK,UK11,PARTY,DUP,Democratic Unionist Party,,
UK,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
UK,UK91,PARTY,Other parties GB,Other parties Great Britain,,
NI,UK08,PARTY,SF,Sinn Fein,,
NI,UK07,PARTY,UUP,Ulster Conservatives and Unionists - New Force,,
NI,UK12,PARTY,DUP,Democratic Unionist Party,,
NI,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
GB,UK01,PARTY,Lab.,Labour Party,,
GB,UK02,PARTY,LD,Liberal Democrats ,,
GB,UK06,PARTY,Cons.,Conservative Party ,,
GB,UK09,PARTY,UKIP,UK Independence Party,,
GB,UK11,PARTY,BNP,British National Party,,
GB,UK03,PARTY,SNP,Scottish National Party,,
GB,UK04,PARTY,GP,Green Party of England and Wales,,
GB,UK05,PARTY,PC,Plaid Cymru,,
GB,UK91,PARTY,Other parties GB,Other parties Great Britain,,
