DIVISION_ID,ID,TYPE,ACRONYM,LABEL,MEMBER_OF_COALITION,COALITION_MEMBERS
DK,DK06,PARTY,DF,Dansk Folkeparti,,
DK,DK07,PARTY,"Juni.B  ",Junibevægelsen,,
DK,DK08,PARTY,"Folk.B ",Folkebevægelsen Mot EC,,
DK,DK90,PARTY,Other parties,Other parties,,
DE,DE01,PARTY,CDU,Christlich-Demokratische Union,,
DE,DE02,PARTY,CSU,Christlich-Soziale Union,,
DE,DE03,PARTY,SPD,Sozialdemokratische Partei Deutschlands,,
DE,DE04,PARTY,Grüne,Bündnis 90 - Die Grünen,,
DE,DE05,PARTY,PDS,Partei des Demokratischen Sozialismus,,
DE,DE90,PARTY,Other parties,Other parties,,
IE,IE01,PARTY,FG,Fine Gael - The United Ireland Party,,
IE,IE02,PARTY,Ind.,Independent,,
IE,IE03,PARTY,LAB,Páirtí an Lucht Oibre,,
IE,IE04,PARTY,GP,Comhaontas Glas,,
IE,IE05,PARTY,FF,Fianna Fáil - An Páirtí Poblachtánach,,
IE,IE90,PARTY,Other parties,Other parties,,
EL,EL01,PARTY,N.D.,Nea Dhimokratia,,
EL,EL02,PARTY,PA.SO.K.,Panellinio Sosialistiko Kinima,,
EL,EL03,PARTY,KKE,Kommunistiko Komma Elladas,,
EL,EL04,PARTY,SYN,Synaspismos tis aristeras kai tis proodou,,
EL,EL05,PARTY,DIKKI,Dimokratiko Koinoniko Kinima,,
EL,EL90,PARTY,Other parties,Other parties,,
ES,ES01,PARTY,PP,Partido Popular,,
ES,ES02,PARTY,UDC,Uniò Democràtica Catalunya,,
ES,ES03,PARTY,PSOE,Partido Socialista Obrero Español,,
ES,ES04,PARTY,PDNI,Partido Democrático de la Nueva Izquierda,,
ES,ES05,PARTY,CDC,Convergencia Democratica de Catalunya,,
ES,ES06,PARTY,CC,Coalición Canaria,,
ES,ES07,PARTY,PA,Partido Andalucista,,
ES,ES08,PARTY,EA,Eusko Alkartasuna,,
ES,ES09,PARTY,BNG,Bloque Nacionalista Galego,,
ES,ES10,PARTY,PNV,Partido Nacionalista Vasco,,
ES,ES11,PARTY,IU,Izquierda Unida,,
ES,ES12,PARTY,"EH ",Euskal Herritarrok,,
ES,ES90,PARTY,Other parties,Other parties,,
FR,FR01,PARTY,UDF,Union pour la Démocratie Française,,
FR,FR02,PARTY,RPR,Rassemblement pour la République,,
FR,FR03,PARTY,DL,Démocratie Libérale ,,
FR,FR04,PARTY,SC,Société Civile,,
FR,FR05,PARTY,GE,Génération Ecologie,,
FR,FR06,PARTY,PS,Parti Socialiste,,
FR,FR07,PARTY,PRG,Parti Radical de Gauche,,
FR,FR08,PARTY,MDC,Mouvement des citoyens,,
FR,FR09,PARTY,VERTS,Europe Écologie - Les Verts,,
FR,FR10,PARTY,PCF,Parti Communiste Français,,
FR,FR11,PARTY,Ind,Independent,,
FR,FR12,PARTY,LO/LCR,Lutte Ouvrière-Ligue Communiste Révolutionnaire,,
FR,FR13,PARTY,RPFIE,Rassemblement pour la France,,
FR,FR14,PARTY,FN,Front National,,
FR,FR15,PARTY,"CPNT ",Chasse Pêche Nature Traditions,,
FR,FR90,PARTY,Other parties,Other parties,,
IT,IT01,PARTY,FI,Forza Italia,,
IT,IT02,PARTY,PPI,Partito Popolare Italiano,,
IT,IT03,PARTY,UDEUR,Unione dei democratici per l’Europa,,
IT,IT04,PARTY,CCD,Centro cristiano democratico,,
IT,IT05,PARTY,CDU,Cristiano democratici uniti,,
IT,IT06,PARTY,"RI/Dini  ",Rinnovamento italiano,,
IT,IT07,PARTY,SVP,Südtiroler Volkspartei,,
IT,IT08,PARTY,Pension,Partito dei pensionati,,
IT,IT09,PARTY,DS,Democratico della Sinistra,,
IT,IT10,PARTY,SDI,Socialdemocratici Italiani,,
IT,IT11,PARTY,PRI/LIB,Repubblicani, Liberali,,
IT,IT12,PARTY,Democrati,I Democratici,,
IT,IT13,PARTY,Fed.Verdi,Greens,,
IT,IT14,PARTY,RC,Partito della Rifondazione Comunista,,
IT,IT15,PARTY,CI,Partito dei Comunisti Italiani,,
IT,IT16,PARTY,AN/Segni,Alleanza Nazionale/Patto Segni,,
IT,IT17,PARTY,Bonino,Lista Bonino,,
IT,IT18,PARTY,LN,Lega Nord,,
IT,IT19,PARTY,MSI,Movimento Sociale Italiano,,
IT,IT90,PARTY,Other parties,Other parties,,
LU,LU01,PARTY,CSV,Parti Ouvrier Socialiste Luxembourgeois/Letzeburger Socialistesch Arbeiterpartei,,
LU,LU02,PARTY,LSAP,Parti Chrétien Social/Chrëschtlech-Sozial Volleksparte,,
LU,LU03,PARTY,DP,Parti Démocratique/Demokratesch Partei,,
LU,LU04,PARTY,Greng,Déi Gréng,,
LU,LU90,PARTY,Other parties,Other parties,,
NL,NL01,PARTY,CDA,Christen Democratisch Appèl (Europese Volkspartij),,
NL,NL02,PARTY,PvdA,Partij van de Arbeid (Europese Sociaaldemocraten),,
NL,NL03,PARTY,VVD,Volkspartij voor Vrijheid en Democratie,,
NL,NL04,PARTY,D66,Demokraten 66,,
NL,NL05,PARTY,Groen Links,Groenlinks,,
NL,NL06,PARTY,SP,Socialistische Partij,,
NL,NL07,PARTY,SGP/GPV/RPF,Staatkundig Gereformeerde Partij/Gereformeerd Politiek Verbond/Reformatorische Politieke Federatie,,
NL,NL90,PARTY,Other parties,Other parties,,
AT,AT01,PARTY,ÖVP,Österreichische Volkspartei,,
AT,AT02,PARTY,SPÖ,Sozialdemokratische Partei Österreichs,,
AT,AT03,PARTY,Grüne,Die Grünen - Dei Grüne Alternative,,
AT,AT04,PARTY,FPÖ,Freiheitliche Partei Österreichs,,
AT,AT90,PARTY,Other parties,Other parties,,
PT,PT01,PARTY,PPD-PSD,Partido Social Democrata,,
PT,PT02,PARTY,PS,Partido Socialista ,,
PT,PT03,PARTY,PCP," Partido Comunista Português",,
PT,PT04,PARTY,"CDS-PP ",Centro Democrático e Social - Partido Popular,,
PT,PT90,PARTY,Other parties,Other parties,,
FI,FI01,PARTY,KOK,Kansallinen Kokoomus/Samlingspartiet,,
FI,FI02,PARTY,SKL,Suomen Kristillinen Liitto/Finlands Kristliga Förbund,,
FI,FI03,PARTY,SDP,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,
FI,FI04,PARTY,KESK,Suomen Keskusta/Centern i Finland,,
FI,FI05,PARTY,SFP,Svenska folkpartiet i Finland,,
FI,FI06,PARTY,VIHR,Vihreä Liitto/Gröna Förbundet,,
FI,FI07,PARTY,VAS,Vasemmistoliitto,,
FI,FI90,PARTY,Other parties,Other parties,,
SE,SE01,PARTY,M,Moderaterna,,
SE,SE02,PARTY,KD,Kristdemokraterna,,
SE,SE03,PARTY,S,Sveriges Socialdemokratiska arbetarparti - Socialdemokraterna,,
SE,SE04,PARTY,CP,enterpartiet,,
SE,SE05,PARTY,FPL,Folkepartiet Liberalerna,,
SE,SE06,PARTY,MP,Miljöpartiet de Gröna,,
SE,SE07,PARTY,V,Vänsterpartiet,,
SE,SE90,PARTY,Other parties,Other parties,,
UK,UK01,PARTY,Cons.,Conservative Party ,,
UK,UK02,PARTY,UUP,Ulster Unionist,,
UK,UK03,PARTY,Lab.,Labour Party,,
UK,UK04,PARTY,SDLP,Social Democratic and Labour Party ,,
UK,UK05,PARTY,Ldem.,Liberal Democrats ,,
UK,UK06,PARTY,"GreenP ",Greens ,,
UK,UK07,PARTY,SNP,Scottish National Party ,,
UK,UK08,PARTY,PCymru,Plaid Cymru,,
UK,UK09,PARTY,UKIP,UK Independence Party,,
UK,UK10,PARTY,DUP,Democratic Unionist Party ,,
UK,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
NI,UK04,PARTY,SDLP,Social Democratic and Labour Party ,,
NI,UK02,PARTY,UUP,Ulster Unionist,,
NI,UK10,PARTY,DUP,Democratic Unionist Party ,,
NI,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
GB,UK03,PARTY,Lab,Labour Party,,
GB,UK05,PARTY,Ldem.,Liberal Democrats ,,
GB,UK01,PARTY,Cons.,Conservative Party ,,
GB,UK09,PARTY,UK Ind,UK Independence Party,,
GB,UK07,PARTY,SNP,Scottish National Party ,,
GB,UK08,PARTY,PCymru,Plaid Cymru,,
GB,UK06,PARTY,"GreenP ",Greens ,,
GB,UK90,PARTY,Other parties NI,Other parties Northern Ireland,,
